Район;Адрес;Комнат;Площадь;Этаж;Этажей в доме;Цена;Срок сдачи;Фото;url;Долгота;Широта
Кировский;Водников 65а;2;66;2;3;12000;месяц;;/perm/kvartiry/2-k_kvartira_66_m_23_et._574962268;56.023621;58.026467
Свердловский;Краснофлотская 17;1;40;5;16;15000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_516_et._380208673;56.237744;57.9985
Индустриальный;Шоссе космонавтов 330в;1;32;2;5;11000;месяц;http://96.img.avito.st/140x105/1678288096.jpg;/perm/kvartiry/1-k_kvartira_32_m_25_et._574941586;56.076909;57.946665
Ленинский;Пушкина, 25;1;41;7;9;1200;сутки;http://25.img.avito.st/140x105/1678261725.jpg;/perm/kvartiry/1-k_kvartira_41_m_79_et._574934389;56.246538;58.008481
Дзержинский;ул.Транспортная д.13;2;58;7;10;16000;месяц;http://14.img.avito.st/140x105/1358156614.jpg;/perm/kvartiry/2-k_kvartira_58_m_710_et._494207874;56.136746;58.034625
Кировский;ул. Буксирная д. 8;1;33;4;9;10000;месяц;;/perm/kvartiry/1-k_kvartira_33_m_49_et._574896336;56.038093;58.037498
Мотовилихинский;ул. Красногвардейская д. 2;3;85;7;12;15000;месяц;;/perm/kvartiry/3-k_kvartira_85_m_712_et._574883906;56.325644;58.030599
Дзержинский;ул. Подлесная, д. 3а;1;30;14;16;13000;месяц;http://18.img.avito.st/140x105/1678019518.jpg;/perm/kvartiry/1-k_kvartira_30_m_1416_et._574877018;56.140429;57.994202
Кировский;ул.Б-Хмельницкого 1;2;44;1;3;1830000;месяц;http://32.img.avito.st/140x105/1534012532.jpg;/perm/kvartiry/2-k_kvartira_44_m_13_et._539476748;55.924789;58.002005
Кировский;Маршала Рыбалко,76;1;26;4;5;13000;месяц;http://39.img.avito.st/140x105/1686056139.jpg;/perm/kvartiry/1-k_kvartira_26_m_45_et._574872219;55.95941;58.008104
Мотовилихинский;Степана Разина, 38;1;39;2;10;15000;месяц;http://90.img.avito.st/140x105/1281500490.jpg;/perm/kvartiry/1-k_kvartira_39_m_210_et._477757992;56.272041;58.021424
Ленинский;ул. Монастырская д. 76;2;45;3;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_35_et._574857709;56.215358;58.013077
Кировский;Сысольская;1;28;4;10;8000;месяц;;/perm/kvartiry/1-k_kvartira_28_m_410_et._574856482;55.979819;58.016596
Орджоникидзевский;Карбышева,84;2;43;9;9;13000;месяц;http://28.img.avito.st/140x105/1679627328.jpg;/perm/kvartiry/2-k_kvartira_43_m_99_et._574849605;56.280791;58.110969
Мотовилихинский;Юрша 56;2;56;7;9;15000;месяц;;/perm/kvartiry/2-k_kvartira_56_m_79_et._574845579;56.308585;58.012052
Свердловский;Холмогорская 4в;1;37;5;17;10000;месяц;;/perm/kvartiry/1-k_kvartira_37_m_517_et._554809840;56.285507;57.986178
Кировский;Г. Евпатория пос. Заозёрное;1;36;5;5;700;сутки;http://69.img.avito.st/140x105/859707869.jpg;/perm/kvartiry/1-k_kvartira_36_m_55_et._348931735;56.234195;58.010259
Мотовилихинский;Уральская, 113;1;44;2;5;12000;месяц;http://22.img.avito.st/140x105/1683733322.jpg;/perm/kvartiry/1-k_kvartira_44_m_25_et._574821736;56.278258;58.019889
Дзержинский;ПОЖАРСКОГО;1;36;8;9;12000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_89_et._574820301;56.156015;57.996267
Кировский;ул.маршала рыбалко.д.78а;1;25;1;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_25_m_15_et._574817536;55.960578;58.007723
Кировский;ул.Нахимова 19;1;31;1;5;8000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_15_et._574807118;55.950031;58.003193
Индустриальный;Мира 115;1;40;4;10;13000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_410_et._574665208;56.152646;57.96714
Дзержинский;ул. Барамзиной, д. 54;1;43;11;23;13500;месяц;http://23.img.avito.st/140x105/1677631423.jpg;/perm/kvartiry/1-k_kvartira_43_m_1123_et._574770639;56.182228;58.001433
Дзержинский;строителей 46;1;40;3;16;1200;сутки;http://64.img.avito.st/140x105/1677523064.jpg;/perm/kvartiry/1-k_kvartira_40_m_316_et._574741822;56.157794;57.999849
Мотовилихинский;Бульвар Гагарина, 79;1;34;5;5;14000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_55_et._574767597;56.287735;57.999773
Дзержинский;Ул.Горняков 6;1;55;2;6;15000;месяц;;/perm/kvartiry/1-k_kvartira_55_m_26_et._574764882;56.229345;57.996616
Мотовилихинский;Фигнер 5а;1;35;1;3;12000;месяц;http://53.img.avito.st/140x105/1677600753.jpg;/perm/kvartiry/1-k_kvartira_35_m_13_et._574761589;56.2884;58.025542
Свердловский;ул.Закамская д.2;2;55;4;4;10000;месяц;;/perm/kvartiry/2-k_kvartira_55_m_44_et._574761001;55.943932;57.996473
Мотовилихинский;улица Старцева, 1/1;1;34;8;9;14000;месяц;http://95.img.avito.st/140x105/1677586595.jpg;/perm/kvartiry/1-k_kvartira_34_m_89_et._574758436;56.312043;58.011041
Мотовилихинский;юрша 3 а;1;37;5;9;13000;месяц;http://57.img.avito.st/140x105/1302688957.jpg;/perm/kvartiry/1-k_kvartira_37_m_59_et._482954805;56.304048;58.009878
Мотовилихинский;Уральская, 69;1;35;1;16;13000;месяц;http://18.img.avito.st/140x105/1677517218.jpg;/perm/kvartiry/1-k_kvartira_35_m_116_et._574739748;56.299548;58.028935
Дзержинский;ул.Ленина,д.81;2;44;2;5;18000;месяц;http://73.img.avito.st/140x105/1599322873.jpg;/perm/kvartiry/2-k_kvartira_44_m_25_et._555499833;56.199781;58.0047
Свердловский;ул. Елькина, д. 45;1;33;3;5;14500;месяц;http://90.img.avito.st/140x105/1677499790.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._574733803;56.238831;57.994374
Мотовилихинский;ул. Лебедева, д. 32;1;40;3;7;15000;месяц;http://67.img.avito.st/140x105/1677484767.jpg;/perm/kvartiry/1-k_kvartira_40_m_37_et._574730307;56.289756;58.022654
Свердловский;ул. Механошина;2;47;1;5;20000;месяц;http://51.img.avito.st/140x105/1500957251.jpg;/perm/kvartiry/2-k_kvartira_47_m_15_et._530944396;56.234348;58.001085
Мотовилихинский;Юрша д. 74;2;56;5;10;23000;месяц;;/perm/kvartiry/2-k_kvartira_56_m_510_et._560552182;56.30615;58.003708
Свердловский;Белинского д. 31;2;70;9;18;23000;месяц;http://26.img.avito.st/140x105/1595892626.jpg;/perm/kvartiry/2-k_kvartira_70_m_918_et._551519001;56.268888;57.99973
Индустриальный;Карпинского, 109;2;70;12;16;30000;месяц;http://00.img.avito.st/140x105/1677414200.jpg;/perm/kvartiry/2-k_kvartira_70_m_1216_et._574719303;56.200221;57.963918
Дзержинский;шоссе космонавтов,72;1;35;3;9;1400;сутки;http://05.img.avito.st/140x105/552850505.jpg;/perm/kvartiry/1-k_kvartira_35_m_39_et._237961957;56.217262;57.996329
Дзержинский;ул. Гатчинская, д. 18;1;40;1;10;13000;месяц;http://99.img.avito.st/140x105/1677333999.jpg;/perm/kvartiry/1-k_kvartira_40_m_110_et._574699802;56.180719;57.99539
Ленинский;Екатерининская 165;2;60;10;11;1800;сутки;http://36.img.avito.st/140x105/1612184336.jpg;/perm/kvartiry/2-k_kvartira_60_m_1011_et._558374749;56.211944;58.003584
Свердловский;ул. Целинная, д.43;1;36;15;17;10000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_1517_et._574687821;56.351866;58.050926
Мотовилихинский;Лядовская;1;30;1;2;5000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_12_et._574679551;56.370461;58.035321
Свердловский;Комсомольская пл. Ул.Белинского 59;0;34;3;5;1300;сутки;http://48.img.avito.st/140x105/1286091748.jpg;/perm/kvartiry/studiya_34_m_35_et._478984530;56.249655;57.994665
Ленинский;Советская улица, 34;1;46;4;9;1400;сутки;http://95.img.avito.st/140x105/1677017895.jpg;/perm/kvartiry/1-k_kvartira_46_m_49_et._574603491;56.241472;58.015952
Дзержинский;ул. Рабочая, д.9 б;1;45;2;8;13000;месяц;http://10.img.avito.st/140x105/1676961810.jpg;/perm/kvartiry/1-k_kvartira_45_m_28_et._574587739;56.19802;57.995118
Мотовилихинский;Целинная, 41;1;41;11;18;10000;месяц;;/perm/kvartiry/1-k_kvartira_41_m_1118_et._553014516;56.352081;58.051979
Орджоникидзевский;ул. Гайвинская д.58;2;44;5;5;13000;месяц;http://61.img.avito.st/140x105/1676949461.jpg;/perm/kvartiry/2-k_kvartira_44_m_55_et._574584866;56.297616;58.115429
Дзержинский;Проспект Парковый;4;87;8;10;35000;месяц;http://20.img.avito.st/140x105/1676954320.jpg;/perm/kvartiry/4-k_kvartira_87_m_810_et._574582095;56.155539;57.998514
Дзержинский;Петропавловская;1;33;5;5;15000;месяц;http://55.img.avito.st/140x105/1676950355.jpg;/perm/kvartiry/1-k_kvartira_33_m_55_et._574580355;56.225994;58.010646
Индустриальный;ул.Советской Армии 27г;0;37;3;5;12000;месяц;http://91.img.avito.st/140x105/1696785191.jpg;/perm/kvartiry/studiya_37_m_35_et._574573039;56.200068;57.98341
Свердловский;Глеба Успенского 5;2;67;4;5;2600;сутки;http://46.img.avito.st/140x105/1405386946.jpg;/perm/kvartiry/2-k_kvartira_67_m_45_et._506692260;56.246781;57.999868
Свердловский;Комсомольский проспект 55;3;68;5;5;2400;сутки;http://92.img.avito.st/140x105/1360561592.jpg;/perm/kvartiry/3-k_kvartira_68_m_55_et._494665000;56.249718;57.999215
Дзержинский;Проспект Парковый;3;65;3;10;25000;месяц;http://57.img.avito.st/140x105/1676915557.jpg;/perm/kvartiry/3-k_kvartira_65_m_310_et._574568226;56.155539;57.998514
Ленинский;Екатерининская 88;2;50;5;5;2200;сутки;http://18.img.avito.st/140x105/1363698518.jpg;/perm/kvartiry/2-k_kvartira_50_m_55_et._495465154;56.241903;58.00984
Индустриальный;ул. Космонавтов шоссе, д. 120;1;42;13;17;12000;месяц;http://98.img.avito.st/140x105/1676905298.jpg;/perm/kvartiry/1-k_kvartira_42_m_1317_et._574564928;56.191948;57.990982
Ленинский;Екатерининская 188;2;65;2;5;2000;сутки;http://65.img.avito.st/140x105/1405379365.jpg;/perm/kvartiry/2-k_kvartira_65_m_25_et._506690147;56.216238;58.005176
Дзержинский;Петропавловская;3;60;2;9;26000;месяц;http://88.img.avito.st/140x105/1676899588.jpg;/perm/kvartiry/3-k_kvartira_60_m_29_et._574562817;56.225994;58.010646
Свердловский;красноармейская 46;1;31;3;5;1200;сутки;http://67.img.avito.st/140x105/1326585467.jpg;/perm/kvartiry/1-k_kvartira_31_m_35_et._488212095;56.256016;57.999725
Свердловский;Комсомольский проспект 76;2;62;1;5;2800;сутки;http://40.img.avito.st/140x105/1519898140.jpg;/perm/kvartiry/2-k_kvartira_62_m_15_et._535699212;56.253285;57.994183
Свердловский;Глеба Успенского 16;3;80;10;10;2800;сутки;http://09.img.avito.st/140x105/1468440609.jpg;/perm/kvartiry/3-k_kvartira_80_m_1010_et._523196100;56.240834;57.998118
Дзержинский;ул.Гатчинская 18;2;56;8;10;17000;месяц;http://16.img.avito.st/140x105/1676876416.jpg;/perm/kvartiry/2-k_kvartira_56_m_810_et._574554345;56.180719;57.99539
Ленинский;ул.Ленина д.10;1;42;4;8;25000;месяц;http://33.img.avito.st/140x105/1688634833.jpg;/perm/kvartiry/1-k_kvartira_42_m_48_et._533146547;56.257004;58.016228
Свердловский;Революции 21б;3;89;18;21;2300;сутки;http://03.img.avito.st/140x105/1405361703.jpg;/perm/kvartiry/3-k_kvartira_89_m_1821_et._506683938;56.254929;58.005539
Ленинский;куйбышева 79а;2;62;4;10;2000;сутки;http://03.img.avito.st/140x105/1375094803.jpg;/perm/kvartiry/2-k_kvartira_62_m_410_et._498495742;56.244769;57.99538
Ленинский;ул. Луначарского, д. 62 б;1;37;2;5;15000;месяц;http://53.img.avito.st/140x105/1676863353.jpg;/perm/kvartiry/1-k_kvartira_37_m_25_et._574550171;56.238229;58.007036
Ленинский;ул. Петропавловская, д. 37;2;35;5;5;20000;месяц;http://60.img.avito.st/140x105/1676835460.jpg;/perm/kvartiry/2-k_kvartira_35_m_55_et._574541809;56.240555;58.01395
Ленинский;петропавловская,83;2;45;7;9;18000;месяц;http://73.img.avito.st/140x105/1555588373.jpg;/perm/kvartiry/2-k_kvartira_45_m_79_et._523814287;56.219948;58.010917
Индустриальный;Мира,71;1;30;2;5;11000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_25_et._574526561;56.168115;57.972644
Орджоникидзевский;ул. Звенигородская, д. 3;2;54;3;9;14000;месяц;http://26.img.avito.st/140x105/1676779626.jpg;/perm/kvartiry/2-k_kvartira_54_m_39_et._574522859;56.307938;58.111131
Дзержинский;Хабаровская 66;1;44;11;16;12000;месяц;http://54.img.avito.st/140x105/1676772254.jpg;/perm/kvartiry/1-k_kvartira_44_m_1116_et._147698675;56.086584;58.047845
Орджоникидзевский;ул. Репина, д. 63;3;60;4;9;14000;месяц;;/perm/kvartiry/3-k_kvartira_60_m_49_et._574510222;56.287385;58.112205
Индустриальный;Чердынская ул, д. 17;2;45;4;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_45_et._574520076;56.189396;57.966176
Мотовилихинский;Металистов 19;3;60;3;9;18500;месяц;;/perm/kvartiry/3-k_kvartira_60_m_39_et._574516002;56.299952;58.022373
Кировский;Ласьвинская 64;2;43;4;5;12000;месяц;http://77.img.avito.st/140x105/1676762077.jpg;/perm/kvartiry/2-k_kvartira_43_m_45_et._574515272;55.93131;58.009053
Мотовилихинский;Ким, 115;1;37;5;5;15000;месяц;http://77.img.avito.st/140x105/1652510277.jpg;/perm/kvartiry/1-k_kvartira_37_m_55_et._565140579;56.280935;58.016362
Мотовилихинский;Юрша, д.3А;1;34;3;10;12000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_310_et._574514993;56.304048;58.009878
Индустриальный;мира 66;1;36;3;5;1000;сутки;http://05.img.avito.st/140x105/1291102805.jpg;/perm/kvartiry/1-k_kvartira_36_m_35_et._384331293;56.190744;57.980099
Ленинский;Газеты Звезда,30;2;65;7;10;35000;месяц;http://95.img.avito.st/140x105/1676748295.jpg;/perm/kvartiry/2-k_kvartira_65_m_710_et._574510583;56.246341;58.009725
Орджоникидзевский;ул.Кронита д.6;3;60;2;5;13000;месяц;;/perm/kvartiry/3-k_kvartira_60_m_25_et._574509321;56.379723;58.109519
Свердловский;чернышевского 19;1;32;2;5;1400;сутки;;/perm/kvartiry/1-k_kvartira_32_m_25_et._378454608;56.264693;57.99684
Мотовилихинский;Уинская,5;2;85;8;10;27000;месяц;http://90.img.avito.st/140x105/1403610190.jpg;/perm/kvartiry/2-k_kvartira_85_m_810_et._506195244;56.301901;58.007718
Свердловский;Максима Горького,64/1;2;40;10;10;21000;месяц;http://35.img.avito.st/140x105/1435883235.jpg;/perm/kvartiry/2-k_kvartira_40_m_1010_et._505500714;56.260004;58.007914
Свердловский;Краснополянская 30;2;44;1;5;13500;месяц;http://82.img.avito.st/140x105/815292182.jpg;/perm/kvartiry/2-k_kvartira_44_m_15_et._334173573;56.275563;57.972749
Свердловский;Фонтанная,7;2;43;5;5;16000;месяц;http://09.img.avito.st/140x105/1668834109.jpg;/perm/kvartiry/2-k_kvartira_43_m_55_et._572247580;56.274952;58.001447
Свердловский;Сибирская, 30;4;115;5;5;45000;месяц;;/perm/kvartiry/4-k_kvartira_115_m_55_et._574500083;56.253015;58.007403
Кировский;ул.Светлогорская, д.17;1;45;2;17;13000;месяц;http://82.img.avito.st/140x105/1709496182.jpg;/perm/kvartiry/1-k_kvartira_45_m_217_et._574497080;56.029847;58.038475
Свердловский;ул. Уинская, д. 8;4;85;9;9;25000;месяц;http://59.img.avito.st/140x105/1676681859.jpg;/perm/kvartiry/4-k_kvartira_85_m_99_et._574492300;56.305288;58.004356
Ленинский;Ленина, 67;1;35;4;5;1300;сутки;http://89.img.avito.st/140x105/1676678389.jpg;/perm/kvartiry/1-k_kvartira_35_m_45_et._574489623;56.207084;58.006345
Кировский;Ленина 80;1;30;2;5;16000;месяц;http://98.img.avito.st/140x105/1575892298.jpg;/perm/kvartiry/1-k_kvartira_30_m_25_et._549757664;56.2149;58.006831
Свердловский;Вижайская 12;2;48;2;5;17000;месяц;http://77.img.avito.st/140x105/1676638977.jpg;/perm/kvartiry/2-k_kvartira_48_m_25_et._574479815;56.233046;57.966964
Свердловский;г.Пермь, ул.Полины Осипенко дом 53;3;62;5;5;15000;месяц;;/perm/kvartiry/3-k_kvartira_62_m_55_et._574470900;56.25359;57.997541
Ленинский;Крисанова 26-Б;2;50;99;99;20000;месяц;;/perm/kvartiry/2-k_kvartira_50_m_9999_et._574468066;56.215169;58.00376
Свердловский;ул.Куйбышева 125;1;36;2;2;12000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_22_et._574467660;56.245954;57.973508
Мотовилихинский;Целинаа, 19;2;50;7;9;15000;месяц;;/perm/kvartiry/2-k_kvartira_50_m_79_et._343896614;56.357435;58.060898
Дзержинский;Ленина 86;2;48;4;5;25000;месяц;http://73.img.avito.st/140x105/1645269273.jpg;/perm/kvartiry/2-k_kvartira_48_m_45_et._565997036;56.210561;58.00592
Дзержинский;Желябова, 16;1;48;2;7;14000;месяц;;/perm/kvartiry/1-k_kvartira_48_m_27_et._574456059;56.146951;57.995003
Орджоникидзевский;Вильямса, 4;2;42;9;10;13500;месяц;http://12.img.avito.st/140x105/1676567012.jpg;/perm/kvartiry/2-k_kvartira_42_m_910_et._574454926;56.302557;58.106395
Дзержинский;ПОДЛЕСНАЯ 13а;2;55;8;16;18000;месяц;http://05.img.avito.st/140x105/1676558605.jpg;/perm/kvartiry/2-k_kvartira_55_m_816_et._574452227;56.147661;57.993219
Дзержинский;Плеханова 52;1;31;3;5;1300;сутки;http://36.img.avito.st/140x105/197756936.jpg;/perm/kvartiry/1-k_kvartira_31_m_35_et._84884838;56.209258;57.999644
Мотовилихинский;Дружбы 26;1;31;4;5;1200;сутки;http://61.img.avito.st/140x105/192108961.jpg;/perm/kvartiry/1-k_kvartira_31_m_45_et._102542380;56.283773;58.015351
Дзержинский;Пермь. ул. Вагонная;1;36;2;9;11000;месяц;;/perm/kvartiry/1-k_kvartira_36_m_29_et._551752411;56.092226;58.049974
Мотовилихинский;бульвар гагарина 64;1;30;5;5;12500;месяц;;/perm/kvartiry/1-k_kvartira_30_m_55_et._572897821;56.286208;57.999487
Кировский;буксирная;3;61;5;9;20000;месяц;;/perm/kvartiry/3-k_kvartira_61_m_59_et._574378405;56.037743;58.035959
Свердловский;Солдатова, 41;1;22;9;9;11000;месяц;http://71.img.avito.st/140x105/1676143771.jpg;/perm/kvartiry/1-k_kvartira_22_m_99_et._574354320;56.23822;57.972673
Свердловский;холмогорская 2 жк авиатор;1;40;13;17;12500;месяц;http://45.img.avito.st/140x105/1676549445.jpg;/perm/kvartiry/1-k_kvartira_40_m_1317_et._574351306;56.286585;57.983926
Индустриальный;с. Култаево, ул. Сибирская, д. 40;0;40;2;2;9000;месяц;;/perm/kvartiry/studiya_40_m_22_et._574338276;55.954721;57.900288
Мотовилихинский;ул. Островского, д. 40;1;43;12;20;23000;месяц;;/perm/kvartiry/1-k_kvartira_43_m_1220_et._574337506;56.261639;58.010908
Орджоникидзевский;Маршала Толбухина 18;1;33;5;12;9500;месяц;;/perm/kvartiry/1-k_kvartira_33_m_512_et._574334962;56.299054;58.099951
Дзержинский;Ленина 79;1;40;4;5;1200;сутки;http://04.img.avito.st/140x105/1586208104.jpg;/perm/kvartiry/1-k_kvartira_40_m_45_et._552346950;56.20058;58.004833
Индустриальный;Танкистов дом 68;2;43;2;5;20000;месяц;http://88.img.avito.st/140x105/1126542188.jpg;/perm/kvartiry/2-k_kvartira_43_m_25_et._210517807;56.201057;57.979111
Дзержинский;ул. Желябова, 16;3;77;4;9;20000;месяц;http://94.img.avito.st/140x105/1675984694.jpg;/perm/kvartiry/3-k_kvartira_77_m_49_et._574309557;56.146951;57.995003
Свердловский;район свердловский рядом с новигатором без мебели;0;23;1;5;9500;месяц;http://01.img.avito.st/140x105/1678694901.jpg;/perm/kvartiry/studiya_23_m_15_et._574308265;56.298012;57.967279
Кировский;ул. Автозаводская, 49;2;38;3;4;10000;месяц;;/perm/kvartiry/2-k_kvartira_38_m_34_et._574306452;55.950606;58.008767
Кировский;ул. Каховская 5я, д.8б;1;42;9;16;10000;месяц;;/perm/kvartiry/1-k_kvartira_42_m_916_et._574304947;56.007533;58.022134
Мотовилихинский;Тургенева 29;1;32;5;5;11000;месяц;http://37.img.avito.st/140x105/1675944337.jpg;/perm/kvartiry/1-k_kvartira_32_m_55_et._574296949;56.294634;58.014841
Дзержинский;ул. шоссе Космонавтов, д. 100;2;47;2;5;12800;месяц;;/perm/kvartiry/2-k_kvartira_47_m_25_et._478128759;56.204174;57.995428
Мотовилихинский;пушкарская 96;1;34;2;10;12000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_210_et._574292933;56.298614;58.002868
Орджоникидзевский;Социалестическая 4;2;42;1;1;13000;месяц;;/perm/kvartiry/2-k_kvartira_42_m_11_et._574291070;56.381196;58.135157
Ленинский;попова 25;1;34;2;16;11000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_216_et._574289767;56.227063;58.00604
Мотовилихинский;Пермская Ярмарка;1;36;7;12;1300;сутки;http://79.img.avito.st/140x105/1675877579.jpg;/perm/kvartiry/1-k_kvartira_36_m_712_et._574277029;56.233288;58.008853
Кировский;ул. Закамская, д.5/2;1;25;3;5;10000;месяц;http://44.img.avito.st/140x105/1675821744.jpg;/perm/kvartiry/1-k_kvartira_25_m_35_et._574260855;55.9413;57.99755
Индустриальный;ул. Карпинского 75б;2;50;9;9;16000;месяц;;/perm/kvartiry/2-k_kvartira_50_m_99_et._574255544;56.220631;57.9783
Индустриальный;ул. Мира, д. 112;1;33;3;5;9000;месяц;http://65.img.avito.st/140x105/1675767765.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._574250136;56.165349;57.972463
Мотовилихинский;Пушкарская 100;1;36;7;10;12000;месяц;http://04.img.avito.st/140x105/1590982004.jpg;/perm/kvartiry/1-k_kvartira_36_m_710_et._553557959;56.299889;58.001786
Мотовилихинский;Старцева 5;1;35;5;9;11000;месяц;;/perm/kvartiry/1-k_kvartira_35_m_59_et._573883433;56.312996;58.007403
Ленинский;пермская 200;1;38;5;9;1500;сутки;http://19.img.avito.st/140x105/268970519.jpg;/perm/kvartiry/1-k_kvartira_38_m_59_et._135605811;56.21613;58.005749
Дзержинский;г.Пермь, ул.Связистов,5;1;45;4;7;1300;сутки;http://68.img.avito.st/140x105/1675471168.jpg;/perm/kvartiry/1-k_kvartira_45_m_47_et._574189853;56.228267;57.996711
Дзержинский;Петропавловская, 123;1;41;4;10;17000;месяц;http://44.img.avito.st/140x105/1515197544.jpg;/perm/kvartiry/1-k_kvartira_41_m_410_et._526067133;56.194508;58.007065
Свердловский;Клары Цеткин 21;1;21;9;9;13000;месяц;;/perm/kvartiry/1-k_kvartira_21_m_99_et._574164046;56.241041;57.988754
Ленинский;Г. Хасана 5;2;42;4;5;17000;месяц;http://92.img.avito.st/140x105/1495444592.jpg;/perm/kvartiry/2-k_kvartira_42_m_45_et._528866903;56.234195;58.010259
Дзержинский;хабаровская 149;1;33;2;5;11000;месяц;;/perm/kvartiry/1-k_kvartira_33_m_25_et._574159082;56.088318;58.048421
Индустриальный;ул. Космонавтов шоссе, д. 120;2;65;9;20;25000;месяц;http://86.img.avito.st/140x105/1675352586.jpg;/perm/kvartiry/2-k_kvartira_65_m_920_et._574136094;56.191948;57.990982
Дзержинский;ул. Плеханова, д. 59 а;2;55;3;14;15000;месяц;;/perm/kvartiry/2-k_kvartira_55_m_314_et._574134115;56.205988;57.999539
Дзержинский;ул. Челюскинцев, д. 23;2;64;5;16;20000;месяц;http://96.img.avito.st/140x105/1675336696.jpg;/perm/kvartiry/2-k_kvartira_64_m_516_et._574131008;56.231294;57.986111
Мотовилихинский;ул. Халтурина, д. 4;1;32;3;5;15000;месяц;http://91.img.avito.st/140x105/1675323691.jpg;/perm/kvartiry/1-k_kvartira_32_m_35_et._574126585;56.29326;58.019656
Мотовилихинский;ул. Сигаева д. 2а;1;42;7;10;11000;месяц;;/perm/kvartiry/1-k_kvartira_42_m_710_et._574109735;56.346638;58.063783
Дзержинский;Вавилова;1;31;5;5;12000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_55_et._574108693;56.197176;57.993181
Кировский;ул. Каляева, д. 21;3;51;1;5;20000;месяц;http://38.img.avito.st/140x105/1377008738.jpg;/perm/kvartiry/3-k_kvartira_51_m_15_et._482255370;56.018312;58.028135
Ленинский;Ленина 57;1;36;2;5;1300;сутки;http://55.img.avito.st/140x105/1264736055.jpg;/perm/kvartiry/1-k_kvartira_36_m_25_et._473128287;56.211612;58.00675
Ленинский;Комсомольский проспект,10;2;43;5;5;18000;месяц;http://06.img.avito.st/140x105/1681762706.jpg;/perm/kvartiry/2-k_kvartira_43_m_55_et._553958161;56.235767;58.014979
Свердловский;Механошина 15;1;38;2;25;18000;месяц;;/perm/kvartiry/1-k_kvartira_38_m_225_et._574086609;56.237771;58.00097
Ленинский;Матросова 6;1;32;2;5;17500;месяц;http://02.img.avito.st/140x105/1655319902.jpg;/perm/kvartiry/1-k_kvartira_32_m_25_et._568625004;56.214415;58.011871
Индустриальный;Переселенческая 111;1;44;10;17;11000;месяц;;/perm/kvartiry/1-k_kvartira_44_m_1017_et._574065436;56.180916;57.996659
Свердловский;бородинская 23;2;43;1;2;11000;месяц;;/perm/kvartiry/2-k_kvartira_43_m_12_et._574060325;56.229165;57.966085
Ленинский;ул. Екатерининская д.52;2;49;5;5;20000;месяц;http://53.img.avito.st/140x105/1675069453.jpg;/perm/kvartiry/2-k_kvartira_49_m_55_et._574048636;56.252171;58.012767
Кировский;Ласьвинская;1;35;3;5;12000;месяц;;/perm/kvartiry/1-k_kvartira_35_m_35_et._574044839;55.904415;58.014727
Дзержинский;Луначарского 65;2;44;3;5;18000;месяц;http://08.img.avito.st/140x105/1675040908.jpg;/perm/kvartiry/2-k_kvartira_44_m_35_et._574035233;56.243277;58.008018
Свердловский;Тбилисская 29;2;47;2;9;25000;месяц;;/perm/kvartiry/2-k_kvartira_47_m_29_et._574033785;56.212842;57.967002
Свердловский;ул. Бригадирская д.8;1;32;5;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_55_et._574030335;56.276443;57.971756
Ленинский;Ленина 78;0;30;2;5;1500;сутки;http://25.img.avito.st/140x105/1667200625.jpg;/perm/kvartiry/studiya_30_m_25_et._571826460;56.216283;58.007046
Индустриальный;Стахановская,59а;2;45;4;5;15000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_45_et._574017187;56.201218;57.986989
Свердловский;Сибирская, 32;3;57;3;4;25000;месяц;http://80.img.avito.st/140x105/885447480.jpg;/perm/kvartiry/3-k_kvartira_57_m_34_et._356680561;56.254911;58.006612
Мотовилихинский;Улица Аркадия Гайдара, 1;1;40;2;10;13000;месяц;http://19.img.avito.st/140x105/1675107019.jpg;/perm/kvartiry/1-k_kvartira_40_m_210_et._574007140;56.294383;58.004895
Свердловский;Сакко и Ванцетти, 107;1;38;3;4;11000;месяц;http://29.img.avito.st/140x105/1674951929.jpg;/perm/kvartiry/1-k_kvartira_38_m_34_et._574006417;56.336217;58.001762
Ленинский;Крисанова 11;1;45;1;5;15000;месяц;http://24.img.avito.st/140x105/1674944824.jpg;/perm/kvartiry/1-k_kvartira_45_m_15_et._574005512;56.209869;58.009802
