Район;Адрес;Комнат;Площадь;Этаж;Этажей в доме;Цена;Срок сдачи;Фото;url;Долгота;Широта
Мотовилихинский;дружбы;1;38;5;5;10000;месяц;http://64.img.avito.st/140x105/1711055264.jpg;/perm/kvartiry/1-k_kvartira_38_m_55_et._583868531;56.286873;58.015604
Свердловский;Революции 64;2;48;1;5;20000;месяц;;/perm/kvartiry/2-k_kvartira_48_m_15_et._523386593;56.234806;58.00263
Дзержинский;Вильвенская 2;1;44;5;10;20000;месяц;http://87.img.avito.st/140x105/1536870087.jpg;/perm/kvartiry/1-k_kvartira_44_m_510_et._540266859;56.22832;57.998137
Свердловский;ул.Седова. д.11;2;48;1;2;13500;месяц;;/perm/kvartiry/2-k_kvartira_48_m_12_et._583862213;56.245802;57.996492
Свердловский;Чернышевского 15В;1;54;14;25;22000;месяц;http://21.img.avito.st/140x105/1686545521.jpg;/perm/kvartiry/1-k_kvartira_54_m_1425_et._577161494;56.271233;57.996835
Свердловский;Чернышевского, д. 13;2;50;4;9;15000;месяц;http://49.img.avito.st/140x105/1553087749.jpg;/perm/kvartiry/2-k_kvartira_50_m_49_et._544474441;56.269221;57.997722
Индустриальный;шоссе космонавтов 173а (одоевского;2;60;6;17;20000;месяц;http://21.img.avito.st/140x105/1679895421.jpg;/perm/kvartiry/2-k_kvartira_60_m_617_et._574252124;56.178194;57.975465
Свердловский;ул. Краснофлотская, 25;2;44;4;5;16000;месяц;http://59.img.avito.st/140x105/1710793259.jpg;/perm/kvartiry/2-k_kvartira_44_m_45_et._583824168;56.240259;57.996239
Ленинский;Kрисанова 26 б;2;60;2;14;2200;сутки;http://40.img.avito.st/140x105/1387965140.jpg;/perm/kvartiry/2-k_kvartira_60_m_214_et._502073647;56.234195;58.010259
Дзержинский;Шоссе Космонавтов 120;2;65;12;20;23000;месяц;http://45.img.avito.st/140x105/1534372545.jpg;/perm/kvartiry/2-k_kvartira_65_m_1220_et._539574397;56.191948;57.990982
Ленинский;Петропавловская 64;0;45;4;5;1500;сутки;http://23.img.avito.st/140x105/1034782723.jpg;/perm/kvartiry/studiya_45_m_45_et._402597793;56.20862;58.007437
Орджоникидзевский;Лаврова 16/3;3;68;8;9;20000;месяц;http://27.img.avito.st/140x105/966473527.jpg;/perm/kvartiry/3-k_kvartira_68_m_89_et._110194282;56.377647;58.113061
Кировский;ул.ласьвинская 41;2;50;1;5;15000;месяц;http://79.img.avito.st/140x105/1710715879.jpg;/perm/kvartiry/2-k_kvartira_50_m_15_et._583800263;55.936889;58.004828
Кировский;ул.Магистральная;2;45;3;5;14000;месяц;http://08.img.avito.st/140x105/1710685708.jpg;/perm/kvartiry/2-k_kvartira_45_m_35_et._583790547;55.956185;58.013707
Кировский;ул.Буксирная, д.15;1;34;3;9;10000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_39_et._336422405;56.037204;58.038246
Свердловский;Братская 175;1;26;3;5;9000;месяц;;/perm/kvartiry/1-k_kvartira_26_m_35_et._583787454;56.320838;57.975393
Свердловский;Комсомольский проспект.;1;34;2;5;1000;сутки;http://64.img.avito.st/140x105/1710652764.jpg;/perm/kvartiry/1-k_kvartira_34_m_25_et._583780973;56.246152;58.003426
Свердловский;комсомольский проспект;1;35;5;5;11000;месяц;http://85.img.avito.st/140x105/1710629885.jpg;/perm/kvartiry/1-k_kvartira_35_m_55_et._583775098;56.246152;58.003426
Мотовилихинский;ул. Ким, д. 74а;1;40;5;6;15000;месяц;http://86.img.avito.st/140x105/1687897786.jpg;/perm/kvartiry/1-k_kvartira_40_m_56_et._577505226;56.292218;58.020442
Индустриальный;декабристов 11;2;45;7;9;18000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_79_et._583765123;56.209366;57.978266
Ленинский;Крисанова 10;1;42;4;5;20000;месяц;http://94.img.avito.st/140x105/1710583994.jpg;/perm/kvartiry/1-k_kvartira_42_m_45_et._583763210;56.211234;58.010054
Мотовилихинский;ул.Красновишерская, д.35;0;47;2;16;15000;месяц;;/perm/kvartiry/studiya_47_m_216_et._583761916;56.268996;58.022859
Дзержинский;красноводская 15;2;48;10;18;14000;месяц;http://24.img.avito.st/140x105/1710577324.jpg;/perm/kvartiry/2-k_kvartira_48_m_1018_et._583760117;56.084779;58.047749
Свердловский;Коминтерна , 30;3;63;3;9;25000;месяц;http://38.img.avito.st/140x105/1710574538.jpg;/perm/kvartiry/3-k_kvartira_63_m_39_et._583758473;56.244059;57.988234
Свердловский;ул. Аркадия Гайдара, 5;1;38;6;14;13000;месяц;http://55.img.avito.st/140x105/1710576055.jpg;/perm/kvartiry/1-k_kvartira_38_m_614_et._583758394;56.295523;58.002983
Индустриальный;ул.Стахановская, 7;2;436;5;5;19000;месяц;;/perm/kvartiry/2-k_kvartira_436_m_55_et._583754898;56.222356;57.984493
Свердловский;ул. Красновишерская д. 46;1;32;3;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_35_et._583743590;56.267783;58.021982
Дзержинский;проспект парковый 13;1;38;6;9;10500;месяц;http://73.img.avito.st/140x105/1710501373.jpg;/perm/kvartiry/1-k_kvartira_38_m_69_et._583738120;56.149116;57.99838
Свердловский;Екатерининская 96;1;32;3;5;1300;сутки;http://78.img.avito.st/140x105/1603439778.jpg;/perm/kvartiry/1-k_kvartira_32_m_35_et._541756845;56.239199;58.009039
Ленинский;Петропавловская, 77;2;50;7;13;20000;месяц;http://70.img.avito.st/140x105/1699518170.jpg;/perm/kvartiry/2-k_kvartira_50_m_713_et._580660976;56.224116;58.011347
Ленинский;Kрисанова 26 б;2;60;2;14;2200;сутки;http://40.img.avito.st/140x105/1387965140.jpg;/perm/kvartiry/2-k_kvartira_60_m_214_et._502073647;56.234195;58.010259
Свердловский;ул. 25 Октября д. 66;1;34;1;10;13000;месяц;;/perm/kvartiry/1-k_kvartira_34_m_110_et._583736854;56.260363;58.003374
Орджоникидзевский;Волховская 34;2;41;5;5;12000;месяц;;/perm/kvartiry/2-k_kvartira_41_m_55_et._583733460;56.372266;58.113679
Ленинский;Ленина, д. 71;1;30;2;5;17000;месяц;http://83.img.avito.st/140x105/1094387883.jpg;/perm/kvartiry/1-k_kvartira_30_m_25_et._421865464;56.204641;58.005639
Свердловский;Чернышевского,15а;2;82;15;25;50000;месяц;http://48.img.avito.st/140x105/1710468748.jpg;/perm/kvartiry/2-k_kvartira_82_m_1525_et._583727727;56.267191;57.996492
Индустриальный;Советской Армии 27б;1;34;2;5;12000;месяц;http://67.img.avito.st/140x105/1710163167.jpg;/perm/kvartiry/1-k_kvartira_34_m_25_et._583667436;56.200015;57.98404
Орджоникидзевский;ул. Цимлянская, д.17;1;42;12;14;9000;месяц;http://89.img.avito.st/140x105/1704536489.jpg;/perm/kvartiry/1-k_kvartira_42_m_1214_et._582055647;56.398318;58.132458
Мотовилихинский;Аркадия Гайдара 4 (район ПЕРМСКОЙ ЯРМАРКИ);2;44;4;5;1000;сутки;http://87.img.avito.st/140x105/1705820187.jpg;/perm/kvartiry/2-k_kvartira_44_m_45_et._581176053;56.293637;58.004261
Мотовилихинский;макаренко;1;39;8;9;13000;месяц;;/perm/kvartiry/1-k_kvartira_39_m_89_et._583716588;56.293341;58.009396
Свердловский;Пушкина 27;2;65;6;9;1500;сутки;http://82.img.avito.st/140x105/1710401682.jpg;/perm/kvartiry/2-k_kvartira_65_m_69_et._583713681;56.245424;58.007289
Дзержинский;Транспортная, 15;1;39;6;10;12000;месяц;http://97.img.avito.st/140x105/1710403297.jpg;/perm/kvartiry/1-k_kvartira_39_m_610_et._583711664;56.135767;58.035044
Орджоникидзевский;целинная 31/2;1;40;9;9;13000;месяц;;/perm/kvartiry/1-k_kvartira_40_m_99_et._583705821;56.354453;58.055246
Индустриальный;ул. Веры Засулич 48;0;32;5;16;13000;месяц;http://34.img.avito.st/140x105/1710339834.jpg;/perm/kvartiry/studiya_32_m_516_et._583704243;56.202611;57.970768
Индустриальный;Веры засулич, 48;1;32;5;16;12000;месяц;http://84.img.avito.st/140x105/1526566284.jpg;/perm/kvartiry/1-k_kvartira_32_m_516_et._537548839;56.202611;57.970768
Дзержинский;ул.Барамзиной, д. 54, кв. 125;1;44;3;23;15000;месяц;http://98.img.avito.st/140x105/1707765698.jpg;/perm/kvartiry/1-k_kvartira_44_m_323_et._583009185;56.182228;58.001433
Дзержинский;челюскинцев 23;3;88;10;19;30000;месяц;http://74.img.avito.st/140x105/1644951074.jpg;/perm/kvartiry/3-k_kvartira_88_m_1019_et._564670942;56.231294;57.986111
Ленинский;Пермская, 30;2;61;9;10;20000;месяц;http://03.img.avito.st/140x105/1710195403.jpg;/perm/kvartiry/2-k_kvartira_61_m_910_et._583674199;56.255764;58.014398
Мотовилихинский;бульвар гагарина 36;2;26;8;17;19000;месяц;http://35.img.avito.st/140x105/1710190535.jpg;/perm/kvartiry/2-k_kvartira_26_m_817_et._583673579;56.281276;58.008743
Кировский;Невского 2;3;58;2;5;12000;месяц;;/perm/kvartiry/3-k_kvartira_58_m_25_et._583668544;55.943366;57.998061
Свердловский;ул. Самаркандская д 145;1;47;8;19;14000;месяц;;/perm/kvartiry/1-k_kvartira_47_m_819_et._583667655;56.295676;57.986402
Орджоникидзевский;ул. Вильямса, д.41 А;1;31;1;5;13000;месяц;;/perm/kvartiry/1-k_kvartira_31_m_15_et._583659798;56.301874;58.10427
Свердловский;г. Пермь Свердловский р-н ул. Куйбышева д 62;1;36;4;5;1300;сутки;http://49.img.avito.st/140x105/1628806649.jpg;/perm/kvartiry/1-k_kvartira_36_m_45_et._215530675;56.243197;57.999454
Ленинский;Екатерининская 122, Апартаменты "Манхеттен";1;30;10;17;1500;сутки;http://32.img.avito.st/140x105/1387560832.jpg;/perm/kvartiry/1-k_kvartira_30_m_1017_et._332831772;56.232093;58.007594
Орджоникидзевский;Томская 34 (Левшино);1;30;3;5;11000;месяц;;/perm/kvartiry/1-k_kvartira_30_m_35_et._583657488;56.380567;58.135456
Дзержинский;ул. Грузинская, д. 15;2;61;12;14;18000;месяц;http://70.img.avito.st/140x105/1707628970.jpg;/perm/kvartiry/2-k_kvartira_61_m_1214_et._582961726;56.203365;58.000116
Индустриальный;Мира 85;0;30;3;5;1500;сутки;http://49.img.avito.st/140x105/1500927949.jpg;/perm/kvartiry/studiya_30_m_35_et._530932093;56.163067;57.971059
Дзержинский;Мильчакова, 11;2;93;9;10;23000;месяц;http://68.img.avito.st/140x105/1603756868.jpg;/perm/kvartiry/2-k_kvartira_93_m_910_et._556646555;56.227835;57.995919
Свердловский;ул. Елькина 49;1;40;4;5;1300;сутки;http://53.img.avito.st/140x105/1303105853.jpg;/perm/kvartiry/1-k_kvartira_40_m_45_et._483408129;56.235318;57.99674
Мотовилихинский;сигаева 2;3;55;3;5;15000;месяц;;/perm/kvartiry/3-k_kvartira_55_m_35_et._583633215;56.346934;58.063121
Орджоникидзевский;ул.Памирская,28;1;36;1;9;10000;месяц;http://58.img.avito.st/140x105/1623991558.jpg;/perm/kvartiry/1-k_kvartira_36_m_19_et._560690682;56.394024;58.133812
Ленинский;Ленина 49;2;42;2;5;1600;сутки;http://34.img.avito.st/140x105/1603579634.jpg;/perm/kvartiry/2-k_kvartira_42_m_25_et._325757858;56.236082;58.011022
Свердловский;революции 5а;2;65;1;5;1800;сутки;http://69.img.avito.st/140x105/1710037369.jpg;/perm/kvartiry/2-k_kvartira_65_m_15_et._583629810;56.273389;58.006125
Ленинский;Мильчакова 11;1;42;6;9;1200;сутки;http://89.img.avito.st/140x105/1691379389.jpg;/perm/kvartiry/1-k_kvartira_42_m_69_et._575458898;56.227835;57.995919
Индустриальный;ул. Дружбы д 11;1;32;3;5;10000;месяц;;/perm/kvartiry/1-k_kvartira_32_m_35_et._583616996;56.290026;58.015647
Свердловский;Парковый проспект, д. 33;1;36;3;9;1300;сутки;http://37.img.avito.st/140x105/1651804237.jpg;/perm/kvartiry/1-k_kvartira_36_m_39_et._566899292;56.164378;57.998495
Свердловский;Крисанова 10;3;60;5;5;2500;сутки;http://53.img.avito.st/140x105/1582093053.jpg;/perm/kvartiry/3-k_kvartira_60_m_55_et._551292326;56.211234;58.010054
Свердловский;Комсомольский Проспект 32;2;55;3;5;1900;сутки;http://68.img.avito.st/140x105/1566640468.jpg;/perm/kvartiry/2-k_kvartira_55_m_35_et._547625160;56.240789;58.009792
Ленинский;Монастырская, 123;3;70;4;9;2600;сутки;http://89.img.avito.st/140x105/1483036289.jpg;/perm/kvartiry/3-k_kvartira_70_m_49_et._526508687;56.205126;58.010131
Ленинский;Комсомольский проспект, 36;2;55;3;5;1900;сутки;http://56.img.avito.st/140x105/1585987456.jpg;/perm/kvartiry/2-k_kvartira_55_m_35_et._526385214;56.242819;58.007742
Индустриальный;Г. Пермь ул. Нефтяников 46а-28;1;32;3;4;15000;месяц;http://68.img.avito.st/140x105/1707961268.jpg;/perm/kvartiry/1-k_kvartira_32_m_34_et._581834701;56.168286;57.971446
Индустриальный;ул. Мира, д. 115;2;54;3;10;16000;месяц;http://23.img.avito.st/140x105/1639856223.jpg;/perm/kvartiry/2-k_kvartira_54_m_310_et._564539533;56.152646;57.96714
Индустриальный;Мира, 45;1;45;8;20;1500;сутки;http://10.img.avito.st/140x105/1614683110.jpg;/perm/kvartiry/1-k_kvartira_45_m_820_et._558877404;56.183459;57.97683
Ленинский;Крисанова,73 (1,2-х к. Шоссе, Голева, Рабочая);1;43;7;9;1200;сутки;http://24.img.avito.st/140x105/1320521524.jpg;/perm/kvartiry/1-k_kvartira_43_m_79_et._423431111;56.216696;57.997913
Ленинский;Плеханова. д 33.;2;45;2;5;17000;месяц;;/perm/kvartiry/2-k_kvartira_45_m_25_et._537753420;56.205126;58.00624
Свердловский;Чернышевского 5;1;35;1;5;12000;месяц;http://00.img.avito.st/140x105/1444345000.jpg;/perm/kvartiry/1-k_kvartira_35_m_15_et._516997751;56.27576;57.998762
Индустриальный;ул. Самолетная, д. 54;2;42;7;9;12000;месяц;;/perm/kvartiry/2-k_kvartira_42_m_79_et._583591447;56.222284;57.978557
Ленинский;Петропавловская 64;0;45;4;5;1500;сутки;http://23.img.avito.st/140x105/1034782723.jpg;/perm/kvartiry/studiya_45_m_45_et._402597793;56.20862;58.007437
Мотовилихинский;Александра Щербакова 43а;1;36;13;16;10000;месяц;http://18.img.avito.st/140x105/1566588618.jpg;/perm/kvartiry/1-k_kvartira_36_m_1316_et._547607272;56.388454;58.126931
Кировский;улица Танцорова 33;1;32;4;6;11000;месяц;http://39.img.avito.st/140x105/1709907639.jpg;/perm/kvartiry/1-k_kvartira_32_m_46_et._583586764;56.024502;58.028611
Ленинский;Петропавловская 46;1;33;3;5;1000;сутки;http://43.img.avito.st/140x105/1388047743.jpg;/perm/kvartiry/1-k_kvartira_33_m_35_et._474099497;56.238786;58.012939
Дзержинский;ул. Горняков, д. 6;1;40;2;6;14000;месяц;http://80.img.avito.st/140x105/1709903680.jpg;/perm/kvartiry/1-k_kvartira_40_m_26_et._583585371;56.229345;57.996616
Мотовилихинский;Ул Чернышевского,д 15, корп а;2;60;17;25;30000;месяц;http://34.img.avito.st/140x105/1638671034.jpg;/perm/kvartiry/2-k_kvartira_60_m_1725_et._519250188;56.267191;57.996492
Ленинский;ул. Екатерининская, д. 98;1;33;4;5;13000;месяц;http://40.img.avito.st/140x105/1709890840.jpg;/perm/kvartiry/1-k_kvartira_33_m_45_et._583581447;56.237636;58.008681
Дзержинский;Петропавловская 99;1;30;2;5;1100;сутки;http://83.img.avito.st/140x105/1341205083.jpg;/perm/kvartiry/1-k_kvartira_30_m_25_et._490958196;56.208602;58.008071
Свердловский;Вижайская 18;1;28;5;9;11000;месяц;http://69.img.avito.st/140x105/1709851569.jpg;/perm/kvartiry/1-k_kvartira_28_m_59_et._583569499;56.234573;57.964481
Мотовилихинский;макаренко 12а;1;43;8;16;14000;месяц;;/perm/kvartiry/1-k_kvartira_43_m_816_et._583568932;56.301605;58.014574
Свердловский;улица Фонтанная 4;1;42;2;5;11500;месяц;http://94.img.avito.st/140x105/1709844194.jpg;/perm/kvartiry/1-k_kvartira_42_m_25_et._583566513;56.277791;58.003903
Кировский;Волгодонская улица Дом: 21а;1;29;5;5;9000;месяц;http://03.img.avito.st/140x105/1709712303.jpg;/perm/kvartiry/1-k_kvartira_29_m_55_et._583525261;56.004739;58.023564
Орджоникидзевский;ул.Репина, д.66;3;60;1;5;80000;месяц;;/perm/kvartiry/3-k_kvartira_60_m_15_et._505424717;56.287304;58.113703
