Адрес;Построен;Степень износа;Дата ремонта, гг;Долгота;Широта
Уральская, 109;1954 г.;49;2015-2017;56.282291;58.020643
Красные Казармы, 19;1954 г.;49;2015-2017;56.270056;57.994045
Подводников, 3;1954 г.;48;2015-2017;56.214181;57.977789
Ким, 72;1954 г.;48;2015-2017;56.292927;58.020910
Одоевского, 38;1954 г.;48;2015-2017;56.178895;57.974386
Е.Ярославского, 53;1954 г.;48;2015-2017;56.224925;57.968563
Ласьвинская, 11;1954 г.;46;2015-2017;55.947965;58.000021
Репина, 10;1954 г.;46;2015-2017;56.314110;58.113974
Репина, 18;1954 г.;46;2015-2017;56.309825;58.113784
Красные Казармы, 18;1954 г.;45;2015-2017;56.269140;57.993587
Репина, 16;1954 г.;45;2015-2017;56.310678;58.113789
Карпинского, 14;1954 г.;45;2015-2017;56.217280;57.989012
Танкистов, 20;1954 г.;45;2015-2017;56.213615;57.987786
Репина, 14;1954 г.;44;2015-2017;56.311379;58.113869
Репина, 17;1954 г.;44;2015-2017;56.311010;58.113318
Калинина, 49;1954 г.;44;2015-2017;56.018429;58.031490
Репина, 19;1954 г.;43;2015-2017;56.310022;58.113289
Корсуньская, 3;1954 г.;43;2015-2017;56.443745;58.151231
Бумажников, 2;1954 г.;43;2015-2017;56.444114;58.151146
Адмирала Нахимова, 5;1954 г.;42;2015-2017;55.954496;58.000994
Александра Невского, 14;1954 г.;42;2015-2017;55.946582;58.000016
Александра Невского, 12;1954 г.;42;2015-2017;55.946196;57.999625
Чусовская, 30;1954 г.;42;2015-2017;56.603430;58.049359
Смирнова Юрия, 3;1954 г.;41;2015-2017;56.253536;57.993768
А.Невского, 2;1954 г.;41;2015-2017;55.943366;57.998061
Худанина, 2;1954 г.;41;2015-2017;55.946779;57.996215
Чайковского, 9;1954 г.;40;2015-2017;56.205925;57.986268
Ленина, 83;1954 г.;40;2015-2017;56.197948;58.004447
Репина, 2;1954 г.;40;2015-2017;56.317891;58.114126
Куйбышева, 68;1954 г.;39;2015-2017;56.243709;57.997870
Сысольская, 13;1954 г.;39;2015-2017;55.976945;58.018259
Закамская, 15;1954 г.;39;2015-2017;55.946968;57.998662
Соловьева, 6;1954 г.;38;2015-2017;56.254964;57.990701
Адмирала Макарова, 31;1954 г.;38;2015-2017;56.028095;58.035707
Магистральная, 16;1954 г.;37;2015-2017;55.942881;58.006130
Ласьвинская, 50;1954 г.;37;2015-2017;55.935946;58.006411
Ласьвинская, 48;1954 г.;37;2015-2017;55.936386;58.006187
Корсуньская, 11;1954 г.;37;2015-2017;56.441616;58.151246
Бумажников, 11;1954 г.;37;2015-2017;56.444680;58.149151
Адмирала Нахимова, 7;1954 г.;36;2015-2017;55.954065;58.001304
Героев Хасана, 4;1954 г.;34;2015-2017;56.254587;57.994269
Карпинского, 70;1954 г.;34;2015-2017;56.214657;57.977402
Г. Наумова, 15;1954 г.;34;2015-2017;56.108126;58.040690
Барамзиной, 60;1954 г.;34;2015-2017;56.183450;58.000999
Сибирская, 1а;1954 г.;33;2015-2017;56.242532;58.017201
Карпинского, 72;1954 г.;32;2015-2017;56.214343;57.977092
Соловьева, 3;1954 г.;32;2015-2017;56.255198;57.991139
Закамская, 15а;1954 г.;31;2015-2017;55.946438;57.998772
Генерала Наумова, 15;1954 г.;30;2015-2017;56.108126;58.040690
Закамская, 50;1954 г.;28;2015-2017;55.959248;58.004785
Машинистов, 45;1954 г.;26;2015-2017;56.104694;58.041581
Василия Каменского, 21;1954 г.;25;2015-2017;56.181743;57.997999
Василия Каменского, 19;1954 г.;21;2015-2017;56.181231;57.998271
Машинистов, 37;1954 г.;21;2015-2017;56.107335;58.040809
Машинистов, 47;1954 г.;18;2015-2017;56.103895;58.041633
Чусовская, 17;1954 г.;6;2015-2017;56.612269;58.046035
Стахановская, 50;1954 г.;1;2015-2017;56.212384;57.987213
Одоевского, 37;1954 г.;1;2015-2017;56.179389;57.974596
Нытвенская, 5;1954 г.;1;2015-2017;56.211944;57.987595
Нефтяников, 25;1954 г.;1;2015-2017;56.173406;57.972176
Куйбышева, 159;1954 г.;;2015-2017;56.242990;57.960877
Репина, 15;1954 г.;;2015-2017;56.311558;58.113199
Сухумская, 5;1954 г.;;2015-2017;56.441383;58.150414
Комсомольский, 71;1954 г.;;2015-2017;56.251928;57.994021
Репина, 1;1954 г.;;2015-2017;56.317918;58.113646
Пензенская, 58;1954 г.;;2015-2017;55.942018;58.012119
Одоевского, 36;1954 г.;;2015-2017;56.178590;57.974663
Одоевского, 35;1954 г.;;2015-2017;56.179066;57.974863
Норильская, 1;1954 г.;;2015-2017;56.200589;57.968100
Нефтяников, 33;1954 г.;;2015-2017;56.171789;57.971713
Нефтяников, 29;1954 г.;;2015-2017;56.172302;57.971871
Льва Толстого, 51;1954 г.;;2015-2017;56.212097;57.987972
Худанина, 10;1954 г.;;2015-2017;55.943608;57.997655
Куйбышева, 157;1954 г.;;2015-2017;56.243277;57.961875
Нефтяников, 8;1954 г.;;2015-2017;56.180494;57.974863
Нефтяников, 8а;1954 г.;;2015-2017;56.180225;57.975116
Закамская, 20а;1954 г.;;2015-2017;55.952520;57.999806
Александра Щербакова, 22;1955 г.;69;2015-2017;56.380756;58.126494
Вильямса, 63;1955 г.;64;2015-2017;56.294077;58.099675
Белозерская, 14;1955 г.;60;2015-2017;56.381007;58.125197
Вильямса, 61;1955 г.;60;2015-2017;56.294463;58.099937
Разъездная, 6;1955 г.;59;2015-2017;56.030916;58.045935
Белозерская, 16;1955 г.;57;2015-2017;56.381699;58.125102
Белозерская, 12;1955 г.;55;2015-2017;56.380297;58.125301
Ракитная, 11;1955 г.;55;2015-2017;56.393557;58.083782
Калинина, 39;1955 г.;53;2015-2017;56.017001;58.029274
Бушмакина, 27;1955 г.;53;2015-2017;56.396746;58.083887
25 Октября, 24;1955 г.;53;2015-2017;56.251111;58.012624
Хвойная, 14;1955 г.;52;2015-2017;55.924429;57.999015
Чернышевского, 29;1955 г.;51;2015-2017;56.264208;57.995590
Федосеева, 10;1955 г.;51;2015-2017;55.945962;57.998376
Лодыгина, 45;1955 г.;51;2015-2017;56.227512;57.966916
Хвойная, 12;1955 г.;51;2015-2017;55.924043;57.999096
Бородинская, 30;1955 г.;48;2015-2017;56.228249;57.966816
Сеченова, 6;1955 г.;48;2015-2017;56.129057;58.037512
Серпуховская, 15;1955 г.;46;2015-2017;56.264792;57.968797
Чусовская, 28;1955 г.;46;2015-2017;56.604140;58.049088
Уральская, 111;1955 г.;45;2015-2017;56.280486;58.020466
Комсомольский, 49;1955 г.;44;2015-2017;56.247437;58.001337
Сеченова, 4;1955 г.;44;2015-2017;56.128859;58.037050
Пионерская, 4;1955 г.;43;2015-2017;56.247131;57.998361
А. Ушакова, 14;1955 г.;43;2015-2017;56.032587;58.034701
Костычева, 30;1955 г.;43;2015-2017;56.130108;58.037789
Карпинского, 76;1955 г.;43;2015-2017;56.213229;57.976591
Ким, 81;1955 г.;42;2015-2017;56.293224;58.020233
Адмирала .Нахимова, 3;1955 г.;42;2015-2017;55.955089;58.000660
Космонавта Леонова, 27;1955 г.;41;2015-2017;56.170622;57.971938
Мильчакова, 15;1955 г.;39;2015-2017;56.227952;57.995375
Нефтяников, 14;1955 г.;39;2015-2017;56.179012;57.974105
Карпинского, 52;1955 г.;39;2015-2017;56.216121;57.982690
Анвара Гатауллина, 3;1955 г.;36;2015-2017;56.242056;57.961077
Нефтяников, 42;1955 г.;36;2015-2017;56.170774;57.971794
Саянская, 3;1955 г.;36;2015-2017;55.924914;57.999353
Героев Хасана, 12;1955 г.;35;2015-2017;56.256492;57.992084
Космонавта Леонова, 25;1955 г.;35;2015-2017;56.170199;57.972253
Ласьвинская, 54;1955 г.;35;2015-2017;55.935137;58.006893
Кочегаров, 49;1955 г.;34;2015-2017;56.098963;58.040766
Саянская, 9;1955 г.;34;2015-2017;55.925094;58.000317
Героев Хасана, 5;1955 г.;34;2015-2017;56.256078;57.993711
Саянская, 7;1955 г.;33;2015-2017;55.925238;58.000083
Героев Хасана, 8;1955 г.;33;2015-2017;56.255441;57.993243
Саянская, 5;1955 г.;33;2015-2017;55.925049;57.999687
Г. Наумова, 23;1955 г.;33;2015-2017;56.109096;58.041886
Папанинцев, 16;1955 г.;33;2015-2017;56.176856;57.999978
Героев Хасана, 10;1955 г.;32;2015-2017;56.255764;57.992614
Качалова, 36;1955 г.;30;2015-2017;56.174520;57.973136
Ветлужская, 26;1955 г.;30;2015-2017;56.108332;58.042157
Карпинского, 68;1955 г.;28;2015-2017;56.214774;57.977918
Кочегаров, 51;1955 г.;26;2015-2017;56.098379;58.040923
Нефтяников, 34а;1955 г.;26;2015-2017;56.173056;57.973150
Папанинцев, 18;1955 г.;26;2015-2017;56.176757;57.999573
Карпинского, 74;1955 г.;25;2015-2017;56.213885;57.976892
Василия Каменского, 30;1955 г.;18;2015-2017;56.181689;57.997555
Ветлужская, 28;1955 г.;18;2015-2017;56.107542;58.042210
Льва Толстого, 49;1955 г.;1;2015-2017;56.212789;57.987919
Качалова, 34;1955 г.;;2015-2017;56.174053;57.973432
Нефтяников, 32;1955 г.;;2015-2017;56.173757;57.972630
Нефтяников, 26;1955 г.;;2015-2017;56.176012;57.973360
Нефтяников, 24а;1955 г.;;2015-2017;56.175652;57.973923
Нефтяников, 24;1955 г.;;2015-2017;56.175913;57.973670
Нефтяников, 18;1955 г.;;2015-2017;56.177718;57.974124
Нефтяников, 30;1955 г.;;2015-2017;56.174529;57.972878
Ялтинская, 15;1955 г.;;2015-2017;55.844973;58.028869
Нефтяников, 38а;1955 г.;;2015-2017;56.171188;57.972615
Нефтяников, 38;1955 г.;;2015-2017;56.171601;57.972329
Кировоградская, 55;1955 г.;;2015-2017;55.960919;58.002620
Нефтяников, 22;1955 г.;;2015-2017;56.176775;57.973508
Нефтяников, 20;1955 г.;;2015-2017;56.177548;57.973675
Закамская, 25;1955 г.;;2015-2017;55.950804;58.000593
Худанина, 8;1955 г.;;2015-2017;55.944381;57.997384
Ласьвинская, 14;1955 г.;;2015-2017;55.948037;58.000856
Кировоградская, 41;1955 г.;;2015-2017;55.955349;58.000069
Танкистов, 23;1955 г.;;2015-2017;56.213687;57.983449
Александра Щербакова, 27;1956 г.;69;2015-2017;56.381115;58.126071
Александра Невского, 32;1956 г.;64;2015-2017;55.950669;58.002568
Александра Невского, 22;1956 г.;63;2015-2017;55.948998;58.001075
Закамская, 29;1956 г.;59;2015-2017;55.951693;58.001213
Разъездная, 8;1956 г.;59;2015-2017;56.030916;58.045935
Железнод ст. Лёвшино, 10;1956 г.;59;2015-2017;56.376911;58.135390
Комбайнеров, 38;1956 г.;54;2015-2017;56.183369;57.975723
Качалова, 47;1956 г.;52;2015-2017;56.176380;57.971942
Адмирала Старикова, 3;1956 г.;52;2015-2017;56.383513;58.138924
Блочная 10 км, 1;1956 г.;52;2015-2017;56.203500;58.044811
Блочная 10 км, 2;1956 г.;51;2015-2017;56.204021;58.044930
Яранская, 11;1956 г.;48;2015-2017;55.924591;58.000417
Бородинская, 35;1956 г.;47;2015-2017;56.229174;57.967708
Карпинского, 10;1956 г.;47;2015-2017;56.217244;57.989775
Нефтяников, 2а;1956 г.;47;2015-2017;56.182641;57.975207
Серединная, 19а;1956 г.;46;2015-2017;56.271925;58.005982
Белозерская, 15;1956 г.;45;2015-2017;56.380800;58.125506
Космонавта Беляева, 24;1956 г.;43;2015-2017;56.177476;57.972305
Тургенева, 8;1956 г.;43;2015-2017;56.290304;58.020309
Генерала Доватора, 36;1956 г.;43;2015-2017;56.385957;58.087041
Сеченова, 8;1956 г.;43;2015-2017;56.129335;58.037893
Александра Щербакова, 25;1956 г.;42;2015-2017;56.380199;58.126085
Белозерская, 9;1956 г.;42;2015-2017;56.378366;58.126071
Локомотивная, 4;1956 г.;41;2015-2017;56.189792;57.998070
Крупской, 25;1956 г.;40;2015-2017;56.278509;58.018617
Ленина, 102;1956 г.;40;2015-2017;56.199844;58.004270
Адмирала Невского, 30;1956 г.;40;2015-2017;55.950723;58.002177
Космонавта Беляева, 20;1956 г.;39;2015-2017;56.179452;57.972959
Корсуньская, 15;1956 г.;39;2015-2017;56.439020;58.151260
Бумажников, 15;1956 г.;39;2015-2017;56.445039;58.148035
Карпинского, 21;1956 г.;39;2015-2017;56.217792;57.987204
Нефтяников, 28;1956 г.;38;2015-2017;56.175419;57.973121
Комсомольский, 47;1956 г.;38;2015-2017;56.246996;58.002091
Калинина, 23;1956 г.;37;2015-2017;56.016031;58.027611
Тургенева, 6;1956 г.;36;2015-2017;56.289181;58.020638
Комсомольский, 67;1956 г.;36;2015-2017;56.252090;57.996425
Ласьвинская, 52;1956 г.;36;2015-2017;55.935461;58.006659
Ласьвинская, 51;1956 г.;36;2015-2017;55.935029;58.006459
Ласьвинская, 49;1956 г.;35;2015-2017;55.935658;58.006159
Советская, 22;1956 г.;34;2015-2017;56.247059;58.017516
Александра Щербакова, 29;1956 г.;34;2015-2017;56.382139;58.125838
Углеуральская, 19;1956 г.;34;2015-2017;56.180090;57.997469
Машинистов, 48;1956 г.;34;2015-2017;56.100050;58.042048
Василия Каменского, 32;1956 г.;34;2015-2017;56.182533;57.997283
Машинистов, 42;1956 г.;33;2015-2017;56.102395;58.041552
Героев Хасана, 16;1956 г.;32;2015-2017;56.256662;57.991550
Куйбышева, 107;1956 г.;32;2015-2017;56.248434;57.985853
Адмирала Ушакова, 12;1956 г.;31;2015-2017;56.033763;58.034625
Стахановская, 57а;1956 г.;30;2015-2017;56.202027;57.986889
Боровая, 20;1956 г.;30;2015-2017;56.182246;57.998624
Боровая, 2а;1956 г.;26;2015-2017;56.175239;58.000617
Машинистов, 40;1956 г.;25;2015-2017;56.103014;58.041352
Ветлужская, 40;1956 г.;21;2015-2017;56.103607;58.043200
Кочегаров, 47;1956 г.;18;2015-2017;56.099493;58.040714
М.Загуменных, 4;1956 г.;18;2015-2017;56.098774;58.041381
Качалова, 37;1956 г.;;2015-2017;56.174916;57.973355
Новосибирская, 4;1956 г.;;2015-2017;56.242235;57.962347
Нефтяников, 16;1956 г.;;2015-2017;56.178212;57.973875
Кировоградская, 51;1956 г.;;2015-2017;55.959257;58.001852
Ласьвинская, 10;1956 г.;;2015-2017;55.949429;58.000069
Охотников, 9;1956 г.;;2015-2017;55.930179;58.002625
Охотников, 7а;1956 г.;;2015-2017;55.930179;58.002625
Нефтяников, 2;1956 г.;;2015-2017;56.182641;57.975207
Бахаревская, 26;1956 г.;;2015-2017;56.229479;57.952195
Бахаревская, 51;1956 г.;;2015-2017;56.235956;57.951489
Нефтяников, 4;1956 г.;;2015-2017;56.182210;57.975470
Охотников, 5;1956 г.;;2015-2017;55.929137;58.002100
4-я Пятилетка, 2;1956 г.;;2015-2017;56.234195;58.010259
Нефтяников, 12;1956 г.;;2015-2017;56.179775;57.974353
Нефтяников, 10;1956 г.;;2015-2017;56.180566;57.974587
Закамская, 20;1956 г.;;2015-2017;55.951783;58.000193
Дунайская, 17;1956 г.;;2015-2017;55.848585;58.030351
Дунайская, 15;1956 г.;;2015-2017;55.848719;58.030032
Сухумская, 6;1957 г.;70;2015-2017;56.439083;58.150429
Социалистическая, 13;1957 г.;69;2015-2017;56.383118;58.134064
Плеханова, 54;1957 г.;68;2015-2017;56.208279;58.000002
Закамская, 31;1957 г.;64;2015-2017;55.953005;58.001604
Александра Невского, 24;1957 г.;64;2015-2017;55.948873;58.001457
Александра Невского, 28;1957 г.;63;2015-2017;55.949986;58.002124
Житомирская, 9;1957 г.;62;2015-2017;56.400123;58.034978
Закамская, 23а;1957 г.;61;2015-2017;55.949816;58.000484
Социалистическая, 17;1957 г.;60;2015-2017;56.384528;58.133765
Чебоксарская, 29;1957 г.;57;2015-2017;55.920558;58.006955
Полтавская, 7;1957 г.;55;2015-2017;55.931068;58.003903
Социалистическая, 15;1957 г.;54;2015-2017;56.383801;58.133888
Яранская, 6;1957 г.;53;2015-2017;55.927547;58.001228
Белозерская, 17;1957 г.;53;2015-2017;56.381932;58.125491
Талицкий, 4;1957 г.;52;2015-2017;56.389595;58.088621
Бушмакина, 9;1957 г.;52;2015-2017;56.388535;58.087641
